Step,Completed?,Item/Objective,Category,Location,Notes
2541,FALSE,Journey 2 Boss Information,Event,Event,"For Journey 2, you will fight Godrick and Rennala which will give you easy access to Leyndell and the extra copies of their remembrance. You will also kill Morgott, Fire Giant, Maliketh, Hoarah Loux, and the Elden Beast again to get their remembrance. You will also need to kill Placidusax"
2542,FALSE,Axe of Godrick,Greataxe,Roundtable Hold,Give Remembrance of the Grafted to Enia
2543,FALSE,Grafted Dragon,Fist,Roundtable Hold,Give Remembrance of the Grafted to Enia
2544,FALSE,Carian Regal Scepter,Staff,Roundtable Hold,Give Remembrance of the Full Moon to Enia
2545,FALSE,Rennala's Full Moon,Sorcery,Roundtable Hold,Give Remembrance of the Full Moon to Enia
2546,FALSE,Starscourge Greatsword,Colossal Sword,Roundtable Hold,Give Remembrance of the Starscourge to Enia
2547,FALSE,Lion Greatbow,Greatbow,Roundtable Hold,Give Remembrance of the Starscourge to Enia
2548,FALSE,Winged Greathorn,Greataxe,Roundtable Hold,Give Remembrance of the Regal Ancestor to Enia
2549,FALSE,Ancestral Spirit's Horn,Talisman,Roundtable Hold,Give Remembrance of the Regal Ancestor to Enia
2550,FALSE,Ash of War: Waves of Darkness,Ash of War,Lake of Rot,Give Remembrance of the Naturalborn to Enia
2551,FALSE,Bastard's Stars,Flail,Lake of Rot,Give Remembrance of the Naturalborn to Enia
2552,FALSE,Morgott's Cursed Sword,Curved Greatsword,Roundtable Hold,Give Enia Remembrance of the Omen King to get this
2553,FALSE,Regal Omen Bairn,Utility Item,Roundtable Hold,Give Enia Remembrance of the Omen King to get this
2554,FALSE,Fortissax's Lightning Spear,Incantation,Deeproot Depths,Give Remembrance of the Lichdragon to Enia
2555,FALSE,Death Lightning,Incantation,Deeproot Depths,Give Remembrance of the Lichdragon to Enia
2556,FALSE,Rykard's Rancor,Sorcery,Roundtable Hold,Give Remembrance of the Blasphemous to Enia
2557,FALSE,Blasphemous Blade,Greatsword,Roundtable Hold,Give Remembrance of the Blasphemous to Enia
2558,FALSE,Mohgwyn's Sacred Spear,Great Spear,Roundtable Hold,Give Remembrance of the Blood Lord to Enia
2559,FALSE,Bloodboon,Incantation,Roundtable Hold,Give Remembrance of the Blood Lord to Enia
2560,FALSE,Hand of Malenia,Katana,Roundtable Hold,Give Remembrance of the Rot Goddess to Enia
2561,FALSE,Scarlet Aeonia,Incantation,Roundtable Hold,Give Remembrance of the Rot Goddess to Enia
2562,FALSE,Placidusax's Ruin,Incantation,Roundtable Hold,Give Remembrance of the Dragon Lord to Enia
2563,FALSE,Dragon King's Cragblade,Heavy Thrusting Sword,Roundtable Hold,Give Remembrance of the Dragon Lord to Enia
2564,FALSE,Maliketh's Black Blade,Colossal Sword,Roundtable Hold,Give Remembrance of the Black Blade to Enia
2565,FALSE,Black Blade,Incantation,Roundtable Hold,Give Remembrance of the Black Blade to Enia
2566,FALSE,Axe of Godfrey,Colossal Weapon,Roundtable Hold,Give Remembrance of Hoarah Loux to Enia
2567,FALSE,Ash of War: Hoarah Loux's Earthshaker,Ash of War,Roundtable Hold,Give Remembrance of Hoarah Loux to Enia
2568,FALSE,Marika's Hammer,Hammer,Roundtable Hold,Give Elden Remembrance to Enia
2569,FALSE,Sacred Relic Sword,Greatsword,Roundtable Hold,Give Elden Remembrance to Enia
2570,FALSE,"Burn, O Flame!",Incantation,Mountaintops of Giants,Give Remembrance of the Fire Giant to Enia
2571,FALSE,Giant's Red Braid,Whip,Mountaintops of Giants,Give Remembrance of the Fire Giant to Enia
2572,FALSE,Queen's Set,Armor Set,Roundtable Hold,Buy from Enia after defeating Renalla
2573,FALSE,Radahn's Set,Armor Set,Roundtable Hold,Purchase from Enia after defeating Starscourge Radahn
2574,FALSE,Briar Set,Armor Set,Roundtable Hold,Sold by Enia after defeating Elmer of the Briar boss in The Shaded Castle
2575,FALSE,Fell Omen Cloak,Chest Armor,Roundtable Hold,Bought from Enia after defeating Morgott the final time
2576,FALSE,Maliketh's Set,Armor Set,Roundtable Hold,Can be purchased from Enia once you've defeated Maliketh the Black Blade in Crumbling Farum Azula
2577,FALSE,Elden Lord Set,Armor Set,Roundtable Hold,Sold by Enia after defeating Hoarah Loux
2578,FALSE,Dragonice,Incantation,Cathedral of Dragon Communion,Received by trading in Dragon Hearts at Cathedral of Dragon Communion
2579,FALSE,Rotten Breath,Incantation,Cathedral of Dragon Communion,Received by trading in Dragon Hearts at Cathedral of Dragon Communion
2580,FALSE,Glintstone Breath,Incantation,Cathedral of Dragon Communion,Received by trading in Dragon Hearts at Cathedral of Dragon Communion
2581,FALSE,Ekzykes's Decay,Incantation,Cathedral of Dragon Communion,Received by trading in Dragon Hearts at Cathedral of Dragon Communion
2582,FALSE,Agheel's Flame,Incantation,Cathedral of Dragon Communion,Received by trading in Dragon Hearts at Cathedral of Dragon Communion
2583,FALSE,Smarag's Glintstone Breath,Incantation,Cathedral of Dragon Communion,Received by trading in Dragon Hearts at Cathedral of Dragon Communion
2584,FALSE,Greyoll's Roar,Incantation,Cathedral of Dragon Communion,Unlocked at the Cathedral of Dragon Communion by defeating Elder Dragon Greyoll
2585,FALSE,Magma Breath,Incantation,Cathedral of Dragon Communion,Available at the Cathedral of Dragon Communion after defeating the Magma Wyrm in Mt. Gelmir
2586,FALSE,Theodorix's Magma,Incantation,Cathedral of Dragon Communion,Unlocked after defeating Great Wyrm Theodorix in the Consecrated Snowfield
2587,FALSE,Borealis' Mist,Incantation,Cathedral of Dragon Communion,Unlocked by defeating Borealis the Freezing Fog
2588,FALSE,Roderika,NPC,Roundtable Hold,"Speak to Roderika who is now near the fireplace, she will have dialogue about Hugh"
2589,FALSE,Hugh,NPC,Roundtable Hold,Speak to Hugh and he will have forgotten everything
2590,FALSE,Roderika,NPC,Roundtable Hold,Speak to Roderika again for additional dialogue
2591,FALSE,Endings,Checkpoint,Roundtable Hold,"Used as a marker for selecting your ending. If you need the achievements, make sure to make a copy of your save file and reload for each ending (PC Only)"
2592,FALSE,Elden Lord - Age of Fracture,Ending,"Leyndell, Capital of Ash",Touch statue after Elden Beast and choose Mend the Elden Ring
2593,FALSE,Elden Lord - Age of Duskborn,Ending,"Leyndell, Capital of Ash",Requires Mending Rune of the Death-Prince by completing Fia's questline. Touch statue at end of Elden Beast boss and choose Use the Mending Rune of the Death-Prince
2594,FALSE,Elden Lord - Blessing of Despair,Ending,"Leyndell, Capital of Ash",Requires Mending Rune of the Fell Curse by completing Dung Eater's questline. Touch statue after Elden Beast boss and choose Use the Mending Rune of the Fell Curse
2595,FALSE,Elden Lord - Age of Order,Ending,"Leyndell, Capital of Ash",Requires Mending Rune of the Perfect Order by completing Corhyn's and Goldmask's quest. Touch statues after Elden Beast and choose Use the Mending Rune of Perfect Order
2596,FALSE,Age of the Stars,Ending,"Leyndell, Capital of Ash",Must have completed Ranni's questline. Summon her using blue summon sign near statue at end of Elden Beast. Best ending
2597,FALSE,Lord of Frenzied Flame Ending,Ending,Subterranean Shunning-Grounds,"This is the games bad ending. To get this ending, you need to remove all equipment, and go through the door near Hyetta at the Frenzied Flame Proscription SoG. NOTE: Do this after you've selected an ending above and credits roll, then you can get the Frenzied Flame Seal without getting the Lord of Frenzied Flame Ending"
2598,FALSE,Hyetta,NPC,Subterranean Shunning-Grounds,"If you speak to Hyetta after speaking to the Three Fingers and use Touch Her option, then exhaust dialogue, she will drop the Frenzied Flame Seal. At this point, you are locked into the Lord of Frenzied Flame Ending unless you use Miquella's Needle in the Placidusax arena"
2599,FALSE,Frenzied Flame Seal,Seal,Subterranean Shunning-Grounds,Only obtainable by completing Hyetta's questline and by speaking to the Three Fingers and Hyetta in the Subterranean Shunning-Grounds
2600,FALSE,Curing the Frenzied Flame,Event,Crumbling Farum Azula,"If you received the Frenzied Flame Seal and want to reverse the Frenzied Flame to get a different ending, warp to the Dragonlord Placidusax SoG in Crumbling Farum Azula and use the Miquella's Needle consumable. This will allow you to get a different ending"
2601,FALSE,Farming Section,Checkpoint,Lands Between,"Used for anything not otherwise noted, and farming. Farm whatever you need now, as on journey 2 things will be much stronger"
2602,FALSE,Great Knife,Dagger,Lands Between,Demi-Humans
2603,FALSE,Bloodstained Dagger,Dagger,Lands Between,Demi-Human Chief
2604,FALSE,Celebrant's Sickle,Dagger,Lands Between,Celebrants
2605,FALSE,Weathered Straight Sword,Straight Sword,Lands Between,Commoner
2606,FALSE,Lordsworn's Straight Sword,Straight Sword,Lands Between,"Godrick Soldier, Gatefront Ruins"
2607,FALSE,Noble's Slender Sword,Straight Sword,Lands Between,"Common Nobles, Limgrave"
2608,FALSE,Warhawk's Talon,Straight Sword,Lands Between,"Bladed Talon Eagles, Stormviel Castle"
2609,FALSE,Black Dumpling,Helmet,Lands Between,Found on First Generation Albinaurics in Volcano Manor. Not part of a set
2610,FALSE,Lazuli Glintstone Sword,Straight Sword,Lands Between,"Lazuli Sorcerers, Raya Lucaria Academy"
2611,FALSE,Iron Greatsword,Greatsword,Lands Between,"Red-Maned Misbegotten, Miquella's Haligtree"
2612,FALSE,Knight's Greatsword,Greatsword,Lands Between,Most Knight Enemies wielding Greatsword
2613,FALSE,Banished Knight's Greatsword,Greatsword,Lands Between,Banished Knights
2614,FALSE,Forked Greatsword,Greatsword,Lands Between,Imps using this weapon
2615,FALSE,Watchdog's Greatsword,Colossal Sword,Lands Between,"Watchdogs that respawn. Giant Conquering Hero's Grave has three, one fairly easily accesible. NOTE: Can be difficult to farm for, should do this on 1st playthrough"
2616,FALSE,Noble's Estoc,Thrusting Sword,Lands Between,Wandering Nobles. Limgrave
2617,FALSE,Cleanrot Knight's Sword,Thrusting Sword,Lands Between,Cleanrot Knights that respawn
2618,FALSE,Falchion,Curved Sword,Lands Between,Demi-Humans
2619,FALSE,Grossmesser,Curved Sword,Lands Between,Skeletons weilding the weapon with no shield. Tombsward Catacombs in the Weeping Peninsula has this enemy
2620,FALSE,Bandit's Curved Sword,Curved Sword,Lands Between,Skeletal Bandits. One just outside of the Church of Pilgrimage in Weeping Peninsula
2621,FALSE,Beastman's Curved Sword,Curved Sword,Lands Between,Azula Beastman
2622,FALSE,Magma Blade,Curved Sword,Lands Between,Man-Serpent holding this weapon. Found past the wooden elevator North outside of the Temple of Eiglay 
2623,FALSE,Dismounter,Curved Greatsword,Lands Between,Northern Mercenary
2624,FALSE,Omen Cleaver,Curved Greatsword,Lands Between,"Omen enemies, Stormveil Castle near Liftside Chamber SoG"
2625,FALSE,Monk's Flameblade,Curved Greatsword,Lands Between,"Fire Monk weilding the weapon, Giant-Conquering Hero Grave"
2626,FALSE,Beastman's Cleaver,Curved Greatsword,Lands Between,"Azula Beastman, Dragon Temple Lift SoG in Crumbling Farum Azula"
2627,FALSE,Forked Hatchet,Axe,Lands Between,Imps using this weapon
2628,FALSE,Warped Axe,Axe,Lands Between,"Omen, Abandoned Coffin SoG in Altus Plateau"
2629,FALSE,Jawbone Axe,Axe,Lands Between,"Ancestral Follower. From Mausoleum Compound, head toward the Minor Erdtree Northeast"
2630,FALSE,Iron Cleaver,Axe,Lands Between,"Misbegotten, Castle Morne near the Behind the Castle SoG. Jump down and find three sleeping and one in the prison cell"
2631,FALSE,Celebrant's Cleaver,Axe,Lands Between,Celebrants
2632,FALSE,Crescent Moon Axe,Greataxe,Lands Between,"Axe-Wielding Enemies, Stormveil Castle. Two can be found in the stonesword key room from Rampart Tower SoG, going down the lift to the South"
2633,FALSE,Longshaft Axe,Greataxe,Lands Between,Misbegottens wielding it
2634,FALSE,Executioner's Greataxe,Greataxe,Lands Between,"Skeletons that weild it. Near the Church of Irith SoG, then to the West"
2635,FALSE,Curved Club,Hammer,Lands Between,"Albinaurics, Academy Gate Town SoG in Liurnia, then head East"
2636,FALSE,Spiked Club,Hammer,Lands Between,Demi-Humans
2637,FALSE,Stone Club,Hammer,Lands Between,Battlemage just outside of the Selia Hideaway location in Caelid
2638,FALSE,Warpick,Hammer,Lands Between,Godrick Soldiers
2639,FALSE,Monk's Flamemace,Hammer,Lands Between,"Monk Enemies, Lots near the Whiteridge Road SoG in the Mountaintops of the Giants"
2640,FALSE,Envoy's Horn,Hammer,Lands Between,"Oracle Envoy's, Haligtree Canopy SoG"
2641,FALSE,Chainlink Flail,Flail,Lands Between,"Pumpkin Head, Altus Plateau near the Road of Iniquity Side Path SoG, two heading Southwest"
2642,FALSE,Curved Great Club,Great Hammer,Lands Between,"Bigger Albinaurics, Liurnia of the Lakes"
2643,FALSE,Pickaxe,Great Hammer,Lands Between,Miners
2644,FALSE,Envoy's Long Horn,Great Hammer,Lands Between,Giant Oracle Envoy
2645,FALSE,Duelist Greataxe,Colossal Weapon,Lands Between,Warrior Enemies near Colosseum in Leyndell. NOTE: Cannot be farmed once Maliketh is defeated
2646,FALSE,Golem's Halberd,Colossal Weapon,Lands Between,Golem Enemies that wield it and respawn
2647,FALSE,Envoy's Greathorn,Colossal Weapon,Lands Between,"Giant Oracle Envoy, one near the Haligtree Canopy SoG with their back turned"
2648,FALSE,Iron Spear,Spear,Lands Between,Fallen Hawks Soldiers
2649,FALSE,Partisan,Spear,Lands Between,"Godrick Knight, Gatefront Ruins"
2650,FALSE,Spiked Spear,Spear,Lands Between,"Marionette Soldier, Near Converted Tower in Liurnia"
2651,FALSE,Clayman's Harpoon,Spear,Lands Between,Clayman
2652,FALSE,Celebrant's Rib-Rake,Spear,Lands Between,Celebrants
2653,FALSE,Torchpole,Spear,Lands Between,"Courtyard Guards, Stormveil Castle. Three are found in the courtyard from Liftside Chamber SoG"
2654,FALSE,Rotten Crystal Spear,Spear,Lands Between,"Crystallian, Brace of the Haligtree"
2655,FALSE,Cleanrot Spear,Spear,Lands Between,Cleanrot Knights that respawn
2656,FALSE,Glaive,Halberd,Lands Between,Skeleton enemies who weild it. One near Sellia Backstreets SoG and one near the Church of Vows SoG
2657,FALSE,Vulgar Militia Shotel,Halberd,Lands Between,"Vulgar Militant, Farum Greatbridge"
2658,FALSE,Guardian's Sword Spear,Halberd,Lands Between,Erdtree Guardians
2659,FALSE,Pest's Glaive,Halberd,Lands Between,Lesser Kindred of Rot (Pest's). Two easily found near Church of Plague in Caelid
2660,FALSE,Ripple Crescent Halberd,Halberd,Lands Between,Albinaurics. Three easily farmed by heading to the first ruin structure East of the Fallen Ruins of the Lake SoG in Liurnia
2661,FALSE,Grave Scythe,Reaper,Lands Between,"Skeletons that weild it. Near the Church of Irith SoG, then to the West"
2662,FALSE,Halo Scythe,Reaper,Lands Between,Cleanrot Knights that respawn
2663,FALSE,Thorned Whip,Whip,Lands Between,"Fire Prelate, Giants' Mountaintops Catacombs, head toward the slender bridge"
2664,FALSE,Red Branch Shortbow,Light Bow,Lands Between,"Assassin, Leyndell Royal Capital"
2665,FALSE,Misbegotten Shortbow,Light Bow,Lands Between,"Flying Misbegotten, Castle Morne"
2666,FALSE,Albinauric Bow,Bow,Lands Between,"Albinauric women near the Ordina, Liturgical Town SoG"
2667,FALSE,Golem Greatbow,Greatbow,Lands Between,Golem Enemies that wield it and respawn. One found near Grand Lift of Dectus
2668,FALSE,Soldier's Crossbow,Crossbow,Lands Between,Soldiers
